"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Montréal, Quebec [24462]","2021A003524462","Percent change in violent crime severity index","Percent","239","units","0","v44312542","14.4","5.68","","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Percent change in violent crime severity index","Percent","239","units","0","v44312542","14.4","-6.66","","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Percent change in violent crime severity index","Percent","239","units","0","v44312542","14.4","2.95","","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Percent change in violent crime severity index","Percent","239","units","0","v44312542","14.4","-3.35","","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Percent change in violent crime severity index","Percent","239","units","0","v44312542","14.4","5.65","","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Percent change in violent crime severity index","Percent","239","units","0","v44312542","14.4","-3.75","","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Percent change in violent crime severity index","Percent","239","units","0","v44312542","14.4","12.18","","","","2"
"2000","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","119.69","","","","2"
"2001","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","109.76","","","","2"
"2002","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","104.04","","","","2"
"2003","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","101.54","","","","2"
"2004","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","96.86","","","","2"
"2005","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","97.89","","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","98.07","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","89.03","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","85.77","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","84.52","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","76.99","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","73.05","","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","69.97","","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","61.56","","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","56.22","","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","55.53","","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","53.67","","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","53.39","","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","53.14","","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","51.00","","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","45.39","","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Non-violent crime severity index","Index","160","units","0","v44312543","14.5","46.40","","","","2"
"2000","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-3.99","","","","2"
"2001","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-8.30","","","","2"
"2002","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-5.21","","","","2"
"2003","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-2.40","","","","2"
"2004","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-4.61","","","","2"
"2005","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","1.06","","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","0.18","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-9.22","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-3.66","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-1.46","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-8.91","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-5.12","","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-4.22","","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-12.02","","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-8.67","","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-1.23","","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-3.35","","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-0.52","","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-0.47","","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-4.03","","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","-11.00","","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Percent change in non-violent crime severity index","Percent","239","units","0","v44312544","14.6","2.23","","","","2"
"2000","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2001","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2002","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2003","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2004","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2005","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","0.00","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Youth crime severity index","Index","160","units","0","v53079501","14.7","","..","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","0.00","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","0.00","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","0.00","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","0.00","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","0.00","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","","..","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","","..","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","","..","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","","..","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","","..","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","","..","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Percent change in youth crime severity index","Percent","239","units","0","v87984876","14.8","","..","","","2"
