"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","British Columbia","2016A000259","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064699","11.1.1.1.1.1","4203.1","","","","1"
"2019-01","British Columbia","2016A000259","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064726","11.1.1.2.1.1","602.3","","","","1"
"2019-01","British Columbia","2016A000259","Population","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064807","11.1.1.5.1.1","3600.8","","","","1"
"2019-01","British Columbia","2016A000259","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064834","11.1.1.6.1.1","2008.2","","","","1"
"2019-01","British Columbia","2016A000259","Population","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064861","11.1.1.7.1.1","1592.6","","","","1"
"2019-01","British Columbia","2016A000259","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064700","11.2.1.1.1.1","2796.8","","","","1"
"2019-01","British Columbia","2016A000259","Labour force","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064727","11.2.1.2.1.1","411.1","","","","1"
"2019-01","British Columbia","2016A000259","Labour force","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064808","11.2.1.5.1.1","2385.7","","","","1"
"2019-01","British Columbia","2016A000259","Labour force","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064835","11.2.1.6.1.1","1762.3","","","","1"
"2019-01","British Columbia","2016A000259","Labour force","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064862","11.2.1.7.1.1","623.5","","","","1"
"2019-01","British Columbia","2016A000259","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064701","11.3.1.1.1.1","2666.7","","","","1"
"2019-01","British Columbia","2016A000259","Employment","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064728","11.3.1.2.1.1","375.4","","","","1"
"2019-01","British Columbia","2016A000259","Employment","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064809","11.3.1.5.1.1","2291.2","","","","1"
"2019-01","British Columbia","2016A000259","Employment","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064836","11.3.1.6.1.1","1695.7","","","","1"
"2019-01","British Columbia","2016A000259","Employment","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064863","11.3.1.7.1.1","595.5","","","","1"
"2019-01","British Columbia","2016A000259","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064702","11.4.1.1.1.1","2076.3","","","","1"
"2019-01","British Columbia","2016A000259","Full-time employment","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064729","11.4.1.2.1.1","196.8","","","","1"
"2019-01","British Columbia","2016A000259","Full-time employment","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064810","11.4.1.5.1.1","1879.5","","","","1"
"2019-01","British Columbia","2016A000259","Full-time employment","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064837","11.4.1.6.1.1","1439.6","","","","1"
"2019-01","British Columbia","2016A000259","Full-time employment","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064864","11.4.1.7.1.1","440.0","","","","1"
"2019-01","British Columbia","2016A000259","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064703","11.5.1.1.1.1","590.4","","","","1"
"2019-01","British Columbia","2016A000259","Part-time employment ","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064730","11.5.1.2.1.1","178.7","","","","1"
"2019-01","British Columbia","2016A000259","Part-time employment ","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064811","11.5.1.5.1.1","411.7","","","","1"
"2019-01","British Columbia","2016A000259","Part-time employment ","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064838","11.5.1.6.1.1","256.2","","","","1"
"2019-01","British Columbia","2016A000259","Part-time employment ","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064865","11.5.1.7.1.1","155.5","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064704","11.6.1.1.1.1","130.2","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064731","11.6.1.2.1.1","35.6","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064812","11.6.1.5.1.1","94.5","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064839","11.6.1.6.1.1","66.6","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064866","11.6.1.7.1.1","27.9","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064705","11.7.1.1.1.1","4.7","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment rate","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064732","11.7.1.2.1.1","8.7","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment rate","Both sexes","25 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064813","11.7.1.5.1.1","4.0","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment rate","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064840","11.7.1.6.1.1","3.8","","","","1"
"2019-01","British Columbia","2016A000259","Unemployment rate","Both sexes","55 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064867","11.7.1.7.1.1","4.5","","","","1"
"2019-01","British Columbia","2016A000259","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064706","11.8.1.1.1.1","66.5","","","","1"
"2019-01","British Columbia","2016A000259","Participation rate","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064733","11.8.1.2.1.1","68.3","","","","1"
"2019-01","British Columbia","2016A000259","Participation rate","Both sexes","25 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064814","11.8.1.5.1.1","66.3","","","","1"
"2019-01","British Columbia","2016A000259","Participation rate","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064841","11.8.1.6.1.1","87.8","","","","1"
"2019-01","British Columbia","2016A000259","Participation rate","Both sexes","55 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064868","11.8.1.7.1.1","39.1","","","","1"
"2019-01","British Columbia","2016A000259","Employment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064707","11.9.1.1.1.1","63.4","","","","1"
"2019-01","British Columbia","2016A000259","Employment rate","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064734","11.9.1.2.1.1","62.3","","","","1"
"2019-01","British Columbia","2016A000259","Employment rate","Both sexes","25 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064815","11.9.1.5.1.1","63.6","","","","1"
"2019-01","British Columbia","2016A000259","Employment rate","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064842","11.9.1.6.1.1","84.4","","","","1"
"2019-01","British Columbia","2016A000259","Employment rate","Both sexes","55 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2064869","11.9.1.7.1.1","37.4","","","","1"


